ano,estado,municipio,produto,area_plantada_ha,producao_toneladas
2011,MG,Freitas da Praia,Arroz,940.61,1574.56
2013,MS,Cardoso,Trigo,51.64,4930.54
2001,SC,da Paz,Soja,926.23,2160.02
2018,SC,Cardoso de Minas,Milho,997.85,3241.9
2017,SC,Aragão das Flores,Feijão,718.72,123.4
2002,MG,da Mata do Oeste,Soja,229.06,2388.87
2022,SC,da Costa da Prata,Café,366.77,2323.53
2016,PA,das Neves,Soja,264.15,1045.61
2007,PA,Aragão das Flores,Cana-de-açúcar,561.38,1809.8
2009,BA,Fogaça,Arroz,679.98,1865.71
2001,SC,das Neves,Milho,271.17,3638.35
2018,BA,Vieira,Cana-de-açúcar,88.54,4800.01
2008,MS,Silveira de Minas,Feijão,701.45,4019.42
2006,GO,Melo,Milho,844.9,4117.09
2003,SC,da Costa da Prata,Cana-de-açúcar,792.81,710.59
2020,PA,Gonçalves,Feijão,742.27,2792.67
2017,MS,Peixoto,Milho,484.63,4625.04
2012,SC,Silva,Arroz,365.91,3209.66
2010,SC,Pires da Mata,Milho,713.42,3010.72
2023,BA,Vieira,Algodão,845.75,188.17
2003,MT,Melo de Carvalho,Café,,3353.9
2020,MG,Silva,Cana-de-açúcar,815.68,2030.0
2003,MS,Melo,Café,757.94,1315.18
2009,MT,Moreira,Café,802.91,1714.86
2004,GO,Almeida,Café,883.12,3503.31
2008,SC,da Costa,Algodão,499.51,3961.37
2023,MG,Silveira de Minas,Arroz,509.85,951.52
2002,GO,da Luz,Café,323.04,417.44
2016,MS,Cardoso de Minas,Cana-de-açúcar,777.87,4028.36
2002,RS,Gomes das Flores,Cana-de-açúcar,807.0,4068.55
2015,MT,Azevedo do Amparo,Arroz,354.68,2052.95
2003,RS,da Paz,Café,457.17,250.09
2017,RS,Silva,Café,259.89,3417.86
2016,GO,Alves de Ribeiro,Trigo,999.7,2752.85
2006,BA,Correia,Milho,271.37,1749.97
2023,SC,Fogaça,Algodão,654.61,1167.24
2022,GO,Silva,Soja,167.5,1011.64
2004,MS,Oliveira Paulista,Milho,631.75,3260.14
2011,MG,Melo de Carvalho,Café,839.7,691.22
2016,PA,Almeida do Galho,Café,353.66,1810.18
2022,MG,Silva,Café,,4812.15
2012,SC,Correia,Café,331.1,2400.37
2022,MT,Dias,Café,603.95,3034.77
2002,GO,das Neves,Trigo,763.57,2412.53
2008,GO,Cardoso de Minas,Algodão,322.01,
2016,RS,Almeida,Algodão,56.5,3756.31
2016,MS,Azevedo do Amparo,Arroz,957.29,3064.09
2019,SC,Pires da Mata,Feijão,353.58,774.31
2015,PA,Nunes,Algodão,52.06,3280.45
2021,RS,Teixeira,Trigo,258.53,4323.06
2012,BA,Novaes,Feijão,662.35,4668.04
2018,MT,Caldeira,Feijão,344.97,946.46
2016,MT,Freitas da Praia,Café,462.54,4458.02
2003,PR,da Rocha,Feijão,39.32,3065.18
2011,PR,Teixeira,Trigo,738.14,4619.97
2008,MS,Caldeira,Café,221.21,1071.45
2018,PA,Alves de Ribeiro,Arroz,763.12,1485.57
2011,SP,Correia,Cana-de-açúcar,487.5,4547.74
2008,MS,Fernandes,Arroz,905.14,5.1
2006,MT,Melo,Cana-de-açúcar,660.83,2337.89
2013,RS,Teixeira,Cana-de-açúcar,608.22,1705.57
2019,SP,Gomes das Flores,Trigo,520.79,3488.71
2018,SP,Araújo de Rezende,Café,617.85,2568.61
2014,MG,Caldeira,Feijão,42.16,1392.37
2015,PA,da Mata do Oeste,Soja,886.17,3449.6
2020,MS,Nunes,Soja,543.1,
2004,MG,Viana do Amparo,Trigo,,2082.17
2002,SP,da Paz,Feijão,869.28,4756.09
2011,GO,Barbosa Grande,Arroz,665.64,3629.17
2019,SC,Melo de Carvalho,Feijão,496.71,233.63
2020,MG,Vieira,Milho,75.16,95.55
2003,PR,Barbosa Grande,Feijão,669.27,586.79
2020,BA,Fernandes,Feijão,196.27,1065.2
2022,MT,Peixoto,Milho,207.41,1217.83
2015,SP,Gomes das Flores,Cana-de-açúcar,270.41,
2006,PA,Alves de Ribeiro,Milho,228.52,4020.55
2012,RS,das Neves,Feijão,162.73,2727.44
2020,GO,da Rocha,Soja,324.19,4046.39
2009,MG,Vieira,Algodão,918.86,61.12
2006,GO,Almeida,Trigo,444.92,3598.89
2013,MG,Barbosa Grande,Soja,837.56,1081.84
2004,MT,Silva,Café,827.01,2421.37
2002,BA,Teixeira,Milho,171.52,3309.32
2022,PA,Almeida do Galho,Trigo,226.11,
2010,GO,da Conceição,Trigo,390.01,2625.1
2010,SP,Teixeira,Milho,110.82,1744.65
2017,BA,Freitas,Trigo,115.6,3719.37
2014,SC,Cardoso de Minas,Milho,425.64,2514.51
2011,RS,Monteiro dos Dourados,Feijão,327.94,1990.43
2008,MS,Novaes,Algodão,351.77,
2009,SC,Cardoso de Minas,Trigo,570.81,141.03
2011,MT,da Mata da Mata,Arroz,867.18,4769.79
2016,PR,da Mata da Mata,Trigo,888.65,889.22
2005,BA,Almeida,Arroz,867.41,253.4
2006,PR,Silva,Soja,574.1,3061.8
2013,PR,das Neves,Arroz,58.47,4024.35
2012,MS,Souza,Café,799.18,2940.29
2007,SC,Azevedo,Algodão,173.13,4825.52
2009,MG,Cardoso,Algodão,14.08,3560.4
2008,GO,Azevedo,Milho,968.78,1967.3
2017,RS,Gonçalves,Algodão,109.05,1099.28
2001,RS,Silveira de Minas,Café,326.94,2871.27
2004,BA,Teixeira,Café,152.12,1162.6
2004,RS,Teixeira,Milho,484.38,4213.13
2005,MG,Teixeira,Feijão,323.66,3739.53
2018,BA,Azevedo do Amparo,Arroz,625.31,
2007,GO,da Mata da Mata,Milho,280.32,3953.54
2015,SC,da Luz,Feijão,794.78,3673.52
2012,MG,Moreira,Algodão,321.34,4394.66
2000,SP,Monteiro dos Dourados,Soja,796.44,1955.63
2021,SP,Dias,Cana-de-açúcar,11.26,1169.97
2019,PA,das Neves,Feijão,685.51,3143.36
2016,MT,das Neves,Feijão,500.16,4618.69
2006,MT,da Rocha,Soja,268.86,
2012,MT,da Paz,Milho,546.44,3983.56
2003,SP,da Mata do Oeste,Arroz,573.0,339.01
2003,SC,Aragão das Flores,Arroz,822.68,1455.12
2005,SC,Freitas,Arroz,908.03,4929.36
2018,PR,Correia,Arroz,934.96,2537.56
2011,MT,Silveira de Minas,Algodão,14.81,2854.43
2021,MT,Almeida do Galho,Algodão,650.74,1042.82
2006,MS,Vieira,Algodão,683.22,343.12
2009,PR,Gomes das Flores,Milho,446.59,2946.6
2018,MG,Aragão das Flores,Trigo,251.01,1395.77
2006,MS,da Costa da Prata,Arroz,161.29,2456.52
2002,MG,Silva,Trigo,635.89,2576.23
2012,PR,Freitas,Milho,520.87,1194.29
2012,PA,Almeida do Galho,Soja,897.65,3504.32
2017,MG,Almeida,Cana-de-açúcar,780.57,3814.85
2019,RS,Barbosa Grande,Trigo,655.2,3578.08
2007,RS,Teixeira,Feijão,188.46,
2008,GO,Vieira,Feijão,634.25,2624.23
2006,RS,da Costa,Arroz,377.4,3233.43
2000,BA,Rocha,Arroz,313.98,3031.01
2002,PA,Araújo de Rezende,Trigo,485.67,3749.61
2012,PR,Silveira de Minas,Café,142.24,4444.85
2016,BA,Araújo de Rezende,Feijão,324.35,1836.67
2023,MS,Silva,Feijão,341.37,1223.31
2000,GO,Monteiro dos Dourados,Café,283.44,4469.2
2005,MG,Silva,Soja,,285.2
2020,MT,Correia,Trigo,975.2,428.1
2005,PR,Viana do Amparo,Feijão,935.33,3185.32
2011,MT,Almeida,Cana-de-açúcar,380.04,4368.85
2012,RS,Cardoso de Minas,Algodão,,4370.05
2012,PA,da Rocha,Milho,964.44,90.58
2014,SC,Cardoso de Minas,Soja,583.38,3457.91
2020,RS,Dias,Soja,361.03,4160.67
2015,RS,Novaes,Cana-de-açúcar,461.25,1730.15
2021,RS,Freitas,Trigo,105.15,2944.19
2020,PR,Vieira,Arroz,407.19,1920.99
2010,RS,Novaes,Soja,529.82,4825.85
2004,SP,Pires da Mata,Trigo,519.62,980.27
2003,BA,Silveira de Minas,Milho,865.92,3878.32
2002,MG,Teixeira,Trigo,123.59,3287.13
2018,SC,da Luz,Cana-de-açúcar,498.53,2704.51
2019,BA,Monteiro dos Dourados,Arroz,181.27,4887.77
2017,MG,Aragão das Pedras,Feijão,189.22,
2014,MG,Araújo de Rezende,Cana-de-açúcar,285.72,2571.0
2008,GO,Fernandes,Arroz,858.96,3628.99
2016,BA,Nunes,Arroz,913.84,2707.86
2013,MS,da Mata do Oeste,Soja,812.07,2776.11
2014,PR,Rocha,Algodão,708.67,2911.33
2000,RS,Melo,Café,775.71,815.9
2020,BA,Teixeira,Milho,707.25,630.13
2021,MT,Silveira de Minas,Algodão,136.69,669.29
2021,SC,Araújo de Rezende,Trigo,571.79,4710.89
2002,RS,Silva,Arroz,381.88,702.21
2015,RS,Vieira,Milho,893.38,2719.85
2022,MG,Melo,Milho,872.18,4150.3
2010,BA,Araújo de Rezende,Café,508.04,1049.11
2011,PA,Teixeira,Feijão,655.94,1792.26
2009,GO,da Costa,Trigo,292.63,4345.25
2015,MS,Azevedo,Soja,739.26,4798.39
2007,BA,Pires da Mata,Feijão,436.93,4466.7
2005,MT,Barbosa Grande,Trigo,98.19,
2011,BA,Moraes Verde,Milho,898.53,4230.86
2023,SP,Teixeira,Trigo,903.28,3200.75
2020,RS,Aragão das Pedras,Café,698.32,4904.36
2007,MG,da Luz,Cana-de-açúcar,209.84,93.64
2003,SC,Araújo de Rezende,Algodão,306.12,4161.98
2007,BA,Freitas da Praia,Trigo,489.76,3056.94
2017,BA,Rocha,Arroz,526.26,3977.71
2004,SP,Silveira de Minas,Algodão,439.25,257.31
2008,MG,Vieira,Algodão,114.67,3722.12
2003,GO,Vieira,Cana-de-açúcar,,70.9
2021,PR,Caldeira,Milho,917.18,1801.27
2016,MS,Peixoto,Arroz,360.37,1777.41
2008,MT,da Mata da Mata,Arroz,122.89,4990.17
2000,BA,Melo de Carvalho,Milho,638.45,437.76
2020,PA,das Neves,Algodão,527.77,
2019,RS,Melo de Carvalho,Café,795.3,2496.83
2012,MT,Vieira,Cana-de-açúcar,517.57,3327.25
2015,PA,Peixoto,Algodão,43.61,889.49
2012,MG,Caldeira,Milho,743.77,1003.79
2013,MS,da Costa da Prata,Arroz,980.21,4397.53
2002,PA,Aragão das Flores,Soja,764.64,507.52
2005,MS,da Costa da Prata,Trigo,593.29,4710.91
2017,PA,Azevedo,Arroz,165.7,2082.61
2018,MT,Dias,Cana-de-açúcar,734.2,4378.99
2004,PA,Silveira de Minas,Arroz,872.43,2852.6
2014,PR,Cardoso de Minas,Arroz,852.11,4401.85
2001,MS,Freitas,Café,477.38,560.42
2009,MS,Teixeira,Algodão,52.58,45.6
2023,PA,da Costa da Prata,Café,576.52,2849.25
2017,SC,Vieira,Feijão,877.12,
2012,BA,da Luz,Feijão,928.81,120.78
2004,GO,Moraes Verde,Soja,155.85,4477.56
2022,MS,Peixoto,Feijão,127.2,674.72
2023,GO,Melo de Carvalho,Feijão,619.6,3910.21
2000,MG,Gomes das Flores,Milho,274.67,3027.44
2021,MS,Freitas da Praia,Soja,350.71,2989.49
2000,BA,da Costa da Prata,Milho,79.71,1814.91
2017,SP,Barbosa Grande,Cana-de-açúcar,689.05,2534.72
2014,PA,Teixeira,Algodão,314.86,3752.53
2016,MS,Nunes,Cana-de-açúcar,157.55,2025.3
2010,MG,Moreira,Cana-de-açúcar,757.08,2328.0
2020,SC,Gonçalves,Café,24.12,1468.21
2021,MS,Peixoto,Soja,763.82,4583.32
2016,MG,Souza,Soja,459.43,1530.77
2012,SP,Silva,Cana-de-açúcar,995.39,3878.42
2000,GO,Araújo de Rezende,Feijão,340.78,3426.21
2001,PA,Freitas da Praia,Café,,4071.18
2008,SP,Oliveira Paulista,Milho,596.6,2498.97
2002,MS,Gonçalves,Cana-de-açúcar,,2418.08
2000,MS,Freitas da Praia,Café,112.3,1655.49
2020,PA,Aragão das Pedras,Trigo,254.8,3808.7
2015,MT,da Paz,Algodão,987.88,184.34
2022,SP,Fogaça,Feijão,405.67,4679.16
2005,PA,Correia,Trigo,298.43,2521.61
2016,RS,Vieira,Café,459.34,582.05
2004,RS,Almeida do Galho,Soja,821.09,2231.41
2004,MT,Novaes,Café,520.83,3483.68
2005,MT,Cardoso de Minas,Café,544.38,2847.1
2002,BA,Rocha,Algodão,885.94,1874.06
2020,GO,Nunes,Arroz,178.32,4762.75
2022,MG,Gonçalves,Café,231.65,857.15
2004,MT,Vieira,Feijão,889.37,581.52
2020,GO,da Costa,Trigo,700.55,66.61
2004,SC,Freitas,Cana-de-açúcar,757.0,242.24
2009,SC,Nunes,Trigo,199.41,
2009,SP,Melo,Arroz,88.43,2346.49
2018,MG,Moreira,Feijão,,130.69
2016,MS,da Paz,Feijão,93.33,1901.01
2020,PA,Viana do Amparo,Algodão,23.38,1619.19
2013,RS,Oliveira Paulista,Arroz,677.8,1243.18
2008,SC,Cardoso,Trigo,716.07,1046.73
2013,MT,Correia,Café,729.58,2078.1
2000,GO,da Conceição,Café,955.16,3689.55
2018,GO,Viana do Amparo,Arroz,215.0,1947.31
2012,PA,Melo,Soja,513.7,4578.33
2012,PA,da Mata da Mata,Arroz,227.86,1599.89
2003,PA,Vieira,Milho,416.17,828.17
2000,PR,Moraes Verde,Café,194.99,4253.25
2016,PA,da Rocha,Feijão,440.34,2717.88
2007,PR,Alves de Ribeiro,Café,248.37,1248.77
2001,PA,Silva,Café,495.05,1959.36
2007,BA,Aragão das Pedras,Algodão,186.67,1206.24
2006,PA,Silva,Trigo,879.83,4512.38
2001,PR,da Rocha,Soja,413.31,4146.5
2021,GO,Caldeira,Algodão,779.3,2393.94
2021,SP,das Neves,Algodão,533.8,208.67
2002,GO,Monteiro dos Dourados,Milho,328.07,170.26
2017,RS,da Paz,Algodão,935.86,3619.44
2011,MT,Fernandes,Trigo,409.74,155.26
2000,SC,Melo,Feijão,583.99,
2021,MS,da Mata da Mata,Trigo,,3574.8
2011,PR,da Mata da Mata,Milho,538.06,
2004,SC,da Mata da Mata,Cana-de-açúcar,13.16,4411.32
2016,MG,Souza,Milho,610.18,4589.03
2015,RS,Gomes das Flores,Trigo,527.75,20.02
2014,PR,da Paz,Arroz,835.99,4121.92
2022,MS,da Rocha,Algodão,737.92,974.88
2014,MT,da Costa,Arroz,848.55,3387.97
2004,SP,Fernandes,Feijão,891.86,3463.28
2020,BA,da Costa,Milho,796.96,1414.75
2013,PR,da Rocha,Trigo,459.97,4080.98
2001,SC,da Mata do Oeste,Arroz,399.23,232.72
2010,PA,Fogaça,Trigo,361.51,1256.79
2018,MS,da Conceição,Algodão,530.4,
2006,PR,Gonçalves,Café,213.09,2998.27
2005,SC,Araújo de Rezende,Café,918.52,2283.33
2001,GO,Almeida do Galho,Feijão,945.01,1656.53
2005,GO,da Rocha,Trigo,568.8,1166.0
2017,BA,Gomes das Flores,Cana-de-açúcar,755.99,1287.88
2001,RS,da Costa da Prata,Soja,872.61,3956.73
2017,MG,Caldeira,Trigo,632.15,
2014,MS,Caldeira,Cana-de-açúcar,,2454.42
2018,BA,Azevedo,Café,269.04,358.89
2001,RS,Correia,Trigo,,3497.01
2019,MG,Cardoso de Minas,Cana-de-açúcar,509.34,4020.37
2005,BA,Araújo de Rezende,Trigo,183.31,3133.54
2000,RS,Melo,Trigo,896.04,1432.33
2023,MG,Freitas da Praia,Milho,462.59,4554.13
2014,SC,Silveira de Minas,Café,,662.27
2022,MG,Dias,Algodão,680.68,189.4
2009,RS,Teixeira,Soja,443.02,1813.04
2018,RS,Freitas da Praia,Algodão,833.96,4442.43
2016,BA,Cardoso,Milho,,371.91
2004,PR,Teixeira,Feijão,30.34,591.55
2003,MT,Aragão das Pedras,Trigo,925.84,2007.41
2009,RS,Aragão das Flores,Soja,193.55,2712.88
2023,MT,Monteiro dos Dourados,Trigo,597.72,2974.4
2016,GO,Moraes Verde,Soja,269.97,1144.57
2009,SP,da Mata da Mata,Algodão,201.21,2197.33
2016,MT,Araújo de Rezende,Soja,715.1,800.49
2019,MG,da Rocha,Milho,388.26,86.35
2023,MS,Pires da Mata,Cana-de-açúcar,410.28,630.36
2004,GO,da Luz,Café,709.91,647.96
2001,BA,das Neves,Trigo,875.32,2949.77
2005,MT,da Mata da Mata,Feijão,240.44,
2020,MS,Monteiro dos Dourados,Milho,503.23,2928.14
2001,MT,Peixoto,Arroz,,4667.4
2012,BA,Fogaça,Soja,766.79,4778.92
2010,PR,Correia,Feijão,473.12,3054.59
2010,MS,Araújo de Rezende,Cana-de-açúcar,758.07,3439.23
2015,MT,Barbosa Grande,Arroz,269.01,4955.1
2010,MT,da Costa da Prata,Algodão,70.43,3293.05
2018,RS,da Mata do Oeste,Milho,759.86,2752.42
2014,PA,Nunes,Cana-de-açúcar,767.08,4343.89
2022,MS,Fernandes,Café,219.52,1548.72
2022,GO,Freitas da Praia,Milho,,1556.55
2015,MG,da Paz,Cana-de-açúcar,669.0,2027.27
2010,SP,Moraes Verde,Algodão,199.31,1810.0
2021,SP,Fernandes,Cana-de-açúcar,857.07,2227.73
2015,MG,Dias,Cana-de-açúcar,359.73,9.86
2007,MG,da Rocha,Trigo,661.7,1631.04
2003,PR,da Costa,Feijão,16.73,4320.39
2007,GO,Aragão das Flores,Algodão,722.3,2315.63
2003,BA,Nunes,Feijão,600.55,3763.35
2023,GO,Caldeira,Algodão,218.43,2467.13
2002,MT,da Mata do Oeste,Algodão,517.89,4829.91
2002,MT,das Neves,Algodão,316.4,4238.27
2017,RS,Melo,Soja,158.97,4540.18
2018,GO,Correia,Café,399.32,1359.74
2018,BA,da Paz,Algodão,391.72,516.34
2020,MT,Dias,Soja,211.77,542.59
2004,RS,Gomes das Flores,Café,757.42,1400.36
2017,MS,da Costa da Prata,Trigo,506.89,1506.72
2009,SC,da Luz,Cana-de-açúcar,,2585.55
2021,SP,Viana do Amparo,Café,23.7,4161.89
2020,PR,da Mata da Mata,Trigo,417.75,
2005,GO,da Mata do Oeste,Arroz,922.89,4754.86
2000,MG,Alves de Ribeiro,Trigo,620.47,1627.52
2004,MG,da Mata do Oeste,Soja,632.18,4457.97
2008,MS,Aragão das Pedras,Soja,681.18,172.9
2011,RS,Nunes,Arroz,113.08,3428.41
2013,MG,Fernandes,Café,217.05,833.17
2001,GO,Novaes,Milho,774.78,
2016,GO,da Mata do Oeste,Arroz,555.34,1349.66
2013,SP,Viana do Amparo,Soja,11.27,4516.15
2012,MT,da Costa da Prata,Soja,782.01,4797.7
2008,RS,Moraes Verde,Café,948.69,2264.5
2014,RS,da Mata do Oeste,Soja,525.47,586.79
2021,SC,Rocha,Café,814.02,4321.22
2014,SP,Moreira,Soja,708.93,3913.82
2023,PR,Freitas da Praia,Café,499.55,4618.07
2010,SP,Moreira,Feijão,838.59,1497.85
2015,MS,Fogaça,Café,203.59,2233.65
2016,BA,Dias,Milho,205.98,461.32
2003,MG,da Rocha,Trigo,338.18,4261.61
2000,MS,da Paz,Trigo,,2389.87
2007,MT,da Mata do Oeste,Arroz,478.25,2606.69
2016,SP,Monteiro dos Dourados,Arroz,438.02,360.69
2002,RS,Monteiro dos Dourados,Algodão,519.45,3236.39
2019,GO,Aragão das Flores,Arroz,460.69,4212.92
2014,PR,Oliveira Paulista,Feijão,276.25,3935.62
2014,MT,da Luz,Soja,712.77,539.69
2023,MG,Peixoto,Arroz,,4651.35
2021,PA,Teixeira,Café,725.41,2812.54
2013,PR,da Paz,Cana-de-açúcar,171.96,1524.02
2022,MG,Almeida,Café,895.47,825.48
2013,GO,Freitas da Praia,Feijão,327.5,3375.94
2023,MS,Almeida do Galho,Cana-de-açúcar,638.67,342.39
2001,MG,Gomes das Flores,Algodão,943.14,1752.69
2012,MT,Melo de Carvalho,Feijão,,811.49
2013,PA,da Costa da Prata,Soja,285.77,3233.73
2023,BA,Almeida,Soja,297.14,4370.44
2018,BA,Araújo de Rezende,Café,629.55,2483.23
2006,MT,Dias,Algodão,816.75,3787.82
2002,MG,da Conceição,Soja,867.46,3320.55
2014,MS,Barbosa Grande,Cana-de-açúcar,532.07,853.29
2022,BA,Gomes das Flores,Trigo,105.28,4792.78
2013,RS,Gonçalves,Arroz,541.51,3680.73
2010,MG,Silva,Milho,898.46,
2014,PR,da Mata da Mata,Milho,714.73,659.27
2012,SC,da Luz,Café,857.16,1424.79
2017,PR,Correia,Arroz,334.64,1449.88
2005,GO,da Costa,Soja,330.47,4419.77
2002,BA,Melo,Café,728.07,4625.31
2018,PA,Moreira,Algodão,11.14,3996.61
2014,SC,Viana do Amparo,Cana-de-açúcar,186.86,2566.79
2022,RS,da Luz,Algodão,623.85,1070.91
2004,MS,Freitas,Cana-de-açúcar,438.01,1266.66
2009,RS,Alves de Ribeiro,Algodão,234.81,3249.85
2006,RS,Vieira,Algodão,522.9,2585.01
2016,RS,Melo,Milho,522.56,
2006,MT,Souza,Arroz,239.59,
2021,SP,Viana do Amparo,Trigo,896.96,1138.25
2011,PR,da Rocha,Milho,516.11,1091.69
2016,MT,Silveira de Minas,Cana-de-açúcar,617.69,1398.41
2012,MG,Fernandes,Feijão,687.3,288.94
2019,RS,Melo,Soja,154.76,3511.41
2003,PR,Dias,Algodão,721.15,2749.92
2009,BA,Monteiro dos Dourados,Feijão,253.26,
2002,SP,Viana do Amparo,Feijão,479.46,584.1
2008,GO,Cardoso de Minas,Cana-de-açúcar,295.07,3915.57
2012,RS,Vieira,Café,860.74,3642.52
2017,MT,Dias,Arroz,728.61,2118.09
2014,SP,Caldeira,Trigo,756.06,1966.58
2003,MS,Teixeira,Feijão,651.65,2361.29
2014,PR,Cardoso de Minas,Arroz,95.41,
2021,MT,Correia,Café,501.83,2474.1
2001,PR,Freitas da Praia,Algodão,804.23,3831.62
2014,BA,Rocha,Soja,21.81,1658.47
2007,MT,Azevedo do Amparo,Cana-de-açúcar,507.01,1284.19
2007,SC,das Neves,Algodão,74.43,861.91
2016,BA,Gomes das Flores,Trigo,885.81,1958.67
2011,SP,Silva,Arroz,512.66,1180.91
2018,PR,Azevedo do Amparo,Trigo,787.47,1061.15
2009,SC,Alves de Ribeiro,Soja,224.35,2535.04
2008,MG,Alves de Ribeiro,Feijão,990.56,185.48
2004,GO,Gomes das Flores,Café,660.48,474.46
2005,BA,da Mata do Oeste,Feijão,461.79,
2019,PR,Azevedo,Trigo,599.88,1095.76
2001,PR,Melo de Carvalho,Arroz,58.54,4731.76
2023,RS,da Rocha,Soja,143.01,703.22
2012,MG,Fogaça,Algodão,186.74,1770.93
2005,BA,da Conceição,Cana-de-açúcar,624.36,2070.77
2004,SC,Aragão das Flores,Cana-de-açúcar,17.34,4185.64
2000,BA,Correia,Café,566.6,1490.06
2020,PA,Rocha,Algodão,447.73,1348.54
2021,MG,Azevedo,Café,392.14,3657.4
2020,SP,Almeida do Galho,Arroz,769.42,4446.61
2005,GO,Freitas,Arroz,577.16,2472.37
2005,MS,Gomes das Flores,Café,869.39,
2022,BA,Peixoto,Trigo,399.96,1078.57
2015,BA,da Conceição,Soja,501.66,1495.35
2003,SC,Cardoso de Minas,Feijão,385.16,
2010,SC,Freitas,Feijão,669.99,1649.51
2023,BA,Silveira de Minas,Milho,645.88,213.33
2022,SP,Oliveira Paulista,Arroz,270.63,2154.66
2008,PA,Silva,Cana-de-açúcar,,4534.16
2022,BA,Pires da Mata,Feijão,196.8,3566.51
2002,PR,Vieira,Arroz,332.94,1608.39
2018,RS,da Conceição,Algodão,23.19,2035.99
2007,GO,Caldeira,Cana-de-açúcar,496.1,1181.67
2004,SC,Caldeira,Feijão,,4415.07
2003,PA,Cardoso,Café,104.0,3175.49
2023,RS,Silveira de Minas,Feijão,196.17,2113.92
2005,MT,Viana do Amparo,Trigo,724.38,642.41
2001,SC,Azevedo do Amparo,Arroz,765.81,1920.79
2019,RS,Almeida do Galho,Trigo,795.2,3986.28
2010,MS,Pires da Mata,Algodão,860.09,3073.61
2003,SP,Teixeira,Trigo,277.9,4173.9
2014,RS,Dias,Feijão,951.61,4980.66
2005,RS,das Neves,Milho,150.51,3983.67
2021,MG,Viana do Amparo,Algodão,566.33,427.55
2016,GO,Teixeira,Café,875.62,275.62
2023,BA,Alves de Ribeiro,Cana-de-açúcar,55.87,690.31
2005,BA,da Mata do Oeste,Trigo,155.35,2859.7
2018,BA,Correia,Arroz,35.49,4597.29
2001,GO,Almeida,Café,627.88,3112.63
2014,BA,Novaes,Soja,474.24,3598.47
2010,MS,Moreira,Algodão,431.94,2502.23
2007,SC,Teixeira,Milho,,2785.43
2018,MG,Nunes,Milho,156.79,2230.65
2012,MG,Peixoto,Feijão,346.26,4356.45
2011,MG,Viana do Amparo,Trigo,956.85,4940.73
2004,SP,Silva,Café,339.18,1075.59
2005,PR,Silveira de Minas,Trigo,674.68,529.86
2021,BA,Rocha,Café,989.86,4821.87
2003,GO,Teixeira,Café,685.27,124.04
2018,SC,Cardoso de Minas,Feijão,912.11,
2019,GO,Freitas,Milho,278.93,
2000,SP,da Paz,Algodão,884.52,4002.97
2019,BA,Teixeira,Cana-de-açúcar,395.08,3894.58
2016,RS,Silva,Café,454.61,1105.87
2011,MS,Dias,Algodão,772.72,4787.3
2014,PA,da Mata do Oeste,Trigo,859.93,3551.98
2000,PA,Fernandes,Café,,2231.37
2013,PR,Souza,Café,724.9,112.36
2005,SC,Moraes Verde,Trigo,585.05,4501.28
2004,SC,Melo,Milho,720.83,3585.06
2010,SP,Barbosa Grande,Milho,53.85,704.73
2003,PR,Cardoso de Minas,Cana-de-açúcar,183.09,4180.57
2012,GO,Cardoso,Algodão,841.94,3317.73
2010,SP,Cardoso,Cana-de-açúcar,82.79,1950.2
2002,SC,Moraes Verde,Feijão,435.0,1129.74
2000,SC,Gonçalves,Café,731.65,4954.8
2005,SC,da Costa,Algodão,830.05,372.22
2017,GO,da Paz,Arroz,941.47,3743.82
2023,PA,Fernandes,Cana-de-açúcar,866.17,4967.08
2009,GO,Freitas da Praia,Milho,360.02,
2004,MT,Moreira,Milho,392.66,2651.45
2022,MG,Melo de Carvalho,Soja,963.0,1626.52
2009,RS,Azevedo do Amparo,Milho,815.73,1108.63
2011,MG,Almeida,Café,,2497.3
2001,GO,Dias,Soja,,1301.65
2012,SC,da Costa,Cana-de-açúcar,655.29,3790.83
2007,SP,Gomes das Flores,Arroz,150.56,3793.62
2001,PA,da Conceição,Feijão,278.41,1335.91
2019,SP,Almeida,Cana-de-açúcar,110.22,
2000,GO,da Conceição,Feijão,16.68,
2004,SC,da Conceição,Feijão,665.64,
2008,PR,da Mata do Oeste,Trigo,446.74,3765.12
2016,MT,da Paz,Feijão,751.47,544.65
2008,RS,Aragão das Pedras,Algodão,329.09,4660.91
2010,RS,Cardoso,Cana-de-açúcar,466.49,413.98
2014,MT,da Luz,Café,498.53,3813.7
2023,SP,Moreira,Soja,301.22,2090.57
2005,RS,Monteiro dos Dourados,Soja,865.49,2321.89
2022,PR,das Neves,Arroz,901.33,4476.83
2002,PA,Novaes,Trigo,224.4,2875.66
2016,RS,Silva,Cana-de-açúcar,839.97,4824.28
2004,MT,Moraes Verde,Trigo,97.53,3796.35
2011,BA,Aragão das Flores,Algodão,653.05,618.47
2017,RS,Oliveira Paulista,Café,903.04,3024.45
2013,GO,Silveira de Minas,Soja,210.35,2917.1
2020,PR,da Rocha,Trigo,760.9,
2023,RS,Vieira,Trigo,292.57,3357.0
2010,SP,Freitas da Praia,Milho,448.61,976.88
2008,MT,Melo,Feijão,71.97,2581.26
2001,MT,das Neves,Soja,738.55,4021.82
2011,SP,Cardoso,Arroz,468.74,2133.22
2002,MS,Gonçalves,Feijão,866.92,1078.41
2002,GO,Almeida do Galho,Algodão,,4402.76
